term,pidm,crn,majdesc,days,Stud.ID
201909,943204,12919,Pre-Business Administration,M W F,3944
201909,943204,20016,Pre-Business Administration,M W,3944
201909,943204,20584,Pre-Business Administration, T R,3944
201909,943218,12001,Business Administration, T R,3945
201909,943218,19634,Business Administration,M W,3945
201909,943218,16692,Business Administration,  F,3945
201909,943218,20485,Business Administration, T R,3945
201909,943262,12413,Pre-Business Administration, T R,3946
201909,943262,12771,Pre-Business Administration,M W,3946
201909,943262,12747,Pre-Business Administration,M   F,3946
201909,943262,16692,Pre-Business Administration,  F,3946
201909,943262,12149,Pre-Business Administration, T R,3946
201909,943269,20139,Pre-Accounting, ,3947
201909,943269,19086,Pre-Accounting,M W,3947
201909,943269,14804,Pre-Accounting,M W F,3947
201909,943269,20504,Pre-Accounting,M W,3947
201909,943269,17960,Pre-Accounting, T R,3947
201909,943269,20609,Pre-Accounting, ,3947
201909,943271,20064,Psychology,  W,3948
201909,943271,12085,Psychology, T R,3948
201909,943271,18939,Psychology,M W F,3948
201909,943271,12919,Psychology,M W F,3948
201909,943272,17952,Applied Mathematics,  R,3949
201909,943272,17950,Applied Mathematics,M W F,3949
201909,943272,16770,Applied Mathematics,M W F,3949
201909,943272,12804,Applied Mathematics,M W F,3949
201909,943272,15983,Applied Mathematics,M W F,3949
201909,943272,13770,Applied Mathematics,M W F,3949
201909,943276,14087,Mathematics,M W F,3950
201909,943276,16627,Mathematics,  R,3950
201909,943276,15387,Mathematics,M   F,3950
201909,943276,20139,Mathematics, ,3950
201909,943276,18142,Mathematics, T R,3950
201909,943276,13925,Mathematics,MTW F,3950
201909,943276,19663,Mathematics,M W,3950
201909,943291,16625,"GeolSci,AdolEduc:Earth&GenSci",  W,3951
201909,943291,14759,"GeolSci,AdolEduc:Earth&GenSci", T R,3951
201909,943291,12561,"GeolSci,AdolEduc:Earth&GenSci", T R,3951
201909,943291,12630,"GeolSci,AdolEduc:Earth&GenSci", T R,3951
201909,943291,20411,"GeolSci,AdolEduc:Earth&GenSci",M   F,3951
201909,943312,12220,Communication, T R,3952
201909,943312,12580,Communication,M W F,3952
201909,943312,20073,Communication, T R,3952
201909,943322,12002,Biology,M W,3953
201909,943322,16522,Biology, T,3953
201909,943322,19085,Biology,M W F,3953
201909,943322,14759,Biology, T R,3953
201909,943322,16629,Biology,  R,3953
201909,943322,18698,Biology,M W,3953
201909,943346,13618,Biology,M W F,3954
201909,943346,16632,Biology, T R,3954
201909,943346,16639,Biology, T,3954
201909,943346,12919,Biology,M W F,3954
201909,943346,20065,Biology,M,3954
201909,943355,12680,Childhood/Special Education, T R,3955
201909,943355,18583,Childhood/Special Education,M W F,3955
201909,943355,12739,Childhood/Special Education, T R,3955
201909,943355,12826,Childhood/Special Education,M W F,3955
201909,943355,12940,Childhood/Special Education,M W F,3955
201909,943361,12001,Accounting, T R,3957
201909,943361,17433,Accounting,M W F,3957
201909,943361,17437,Accounting, T,3957
201909,943361,20418,Accounting,M W,3957
201909,943361,16090,Accounting, T R,3957
201909,943361,16267,Accounting,M W F,3957
201909,943371,16105,Biology,  R,3958
201909,943371,19987,Biology,M W F,3958
201909,943371,16500,Biology,M,3958
201909,943371,17848,Biology,M W F,3958
201909,943371,16770,Biology,M W F,3958
201909,943371,16631,Biology, T R,3958
201909,943371,16642,Biology,  W,3958
201909,943372,18964,Mathematics, T R,3959
201909,943372,18142,Mathematics, T R,3959
201909,943372,12803,Mathematics,M   F,3959
201909,943372,12806,Mathematics, T R,3959
201909,943372,20413,Mathematics,M W F,3959
201909,943382,20418,English,M W,3960
201909,943382,17457,English,  R,3960
201909,943382,17454,English,M W F,3960
201909,943382,19661,English,M W,3960
201909,943391,14114,Psychology, T R,3961
201909,943391,14118,Psychology,M W F,3961
201909,943391,15958,Psychology, T R,3961
201909,943391,19348,Psychology,M W F,3961
201909,943391,19552,Psychology, T R,3961
201909,943395,19973,Geography,  W F,3962
201909,943395,17643,Geography, T R,3962
201909,943395,17234,Geography, T R,3962
201909,943395,18932,Geography,M   F,3962
201909,943395,19460,Geography,  R,3962
201909,943398,15387,Undeclared,M   F,3963
201909,943398,12750,Undeclared, T R,3963
201909,943398,20139,Undeclared, ,3963
201909,943398,19661,Undeclared,M W,3963
201909,943398,17964,Undeclared,M W,3963
201909,943403,12213,Communication, T R,3964
201909,943403,20140,Communication,M W,3964
201909,943403,20462,Communication,M W F,3964
201909,943403,12753,Communication, T R,3964
201909,943408,13049,Biology,M W F,3965
201909,943408,13618,Biology,M W F,3965
201909,943408,16500,Biology,M,3965
201909,943408,18942,Biology, T R,3965
201909,943421,13776,Pre-Accounting,M W F,3966
201909,943421,12149,Pre-Accounting, T R,3966
201909,943421,16767,Pre-Accounting,  F,3966
201909,943421,17964,Pre-Accounting,M W,3966
201909,943426,12413,Undeclared, T R,3967
201909,943426,15247,Undeclared,  W F,3967
201909,943426,17293,Undeclared, T R,3967
201909,943426,17962,Undeclared, T R,3967
201909,943442,15405,Pre-Business Administration,M W,3968
201909,943442,20139,Pre-Business Administration, ,3968
201909,943442,20388,Pre-Business Administration,  R,3968
201909,943442,17438,Pre-Business Administration, T R,3968
201909,943442,20016,Pre-Business Administration,M W,3968
201909,943442,17964,Pre-Business Administration,M W,3968
201909,943442,20609,Pre-Business Administration, ,3968
201909,943444,12682,Pre-Childhood/Special Educ, T R,3969
201909,943444,18583,Pre-Childhood/Special Educ,M W F,3969
201909,943444,20536,Pre-Childhood/Special Educ,M W F,3969
201909,943444,17255,Pre-Childhood/Special Educ, T R,3969
201909,943447,12085,Biology, T R,3970
201909,943447,13618,Biology,M W F,3970
201909,943447,16502,Biology, T,3970
201909,943447,12822,Biology,M W,3970
201909,943447,16645,Biology,  R,3970
201909,943447,14072,Biology,M W F,3970
201909,943469,20081,Pre-Economics,M W,3971
201909,943469,20485,Pre-Economics, T R,3971
201909,943469,12112,Pre-Economics,M W,3971
201909,943469,17966,Pre-Economics,M W,3971
201909,943496,12481,English,M W F,3972
201909,943496,18109,English,M   F,3972
201909,943496,15406,English, T R,3972
201909,943524,19997,Biology, T R,3973
201909,943524,19084,Biology,M W F,3973
201909,943524,16522,Biology, T,3973
201909,943524,16124,Biology,M W F,3973
201909,943524,12801,Biology,M W F,3973
201909,943525,19383,Undeclared, T R,3974
201909,943525,17422,Undeclared,M W F,3974
201909,943525,17427,Undeclared,  W,3974
201909,943525,20448,Undeclared, T R,3974
201909,943525,20420,Undeclared, T R,3974
201909,943527,20139,Pre-Economics, ,3975
201909,943527,19926,Pre-Economics, T R,3975
201909,943527,12900,Pre-Economics,M W,3975
201909,943527,18655,Pre-Economics, T R,3975
201909,943527,17966,Pre-Economics,M W,3975
201909,943540,20461,Psychology, T R,3976
201909,943540,18089,Psychology,M   F,3976
201909,943540,20448,Psychology, T R,3976
201909,943540,17993,Psychology,M W F,3976
201909,943540,17999,Psychology,  W,3976
201909,943549,14404,Undeclared,M W,3977
201909,943549,19919,Undeclared,M W F,3977
201909,943549,12859,Undeclared,M W F,3977
201909,943549,17457,Undeclared,  R,3977
201909,943549,17454,Undeclared,M W F,3977
201909,943549,20485,Undeclared, T R,3977
201909,943552,20458,Political Science,M W,3978
201909,943552,20139,Political Science, ,3978
201909,943552,17293,Political Science, T R,3978
201909,943552,20457,Political Science,M W,3978
201909,943552,19347,Political Science, T R,3978
201909,943553,19085,Biology,M W F,3979
201909,943553,16624,Biology,  W,3979
201909,943553,14087,Biology,M W F,3979
201909,943553,12944,Biology, T R,3979
201909,943553,16637,Biology, T,3979
201909,943553,16631,Biology, T R,3979
201909,943559,12001,Pre-Accounting, T R,3980
201909,943559,19934,Pre-Accounting,M W,3980
201909,943559,20521,Pre-Accounting, T R,3980
201909,943559,20485,Pre-Accounting, T R,3980
201909,943566,16105,Biology,  R,3981
201909,943566,17830,Biology,M W F,3981
201909,943566,16124,Biology,M W F,3981
201909,943566,15390,Biology, T R,3981
201909,943566,20139,Biology, ,3981
201909,943566,19461,Biology, T R,3981
201909,943578,12908,Sociology,M W,3982
201909,943578,19344,Sociology, T R,3982
201909,943578,20545,Sociology, T R,3982
201909,943593,15721,Pre-Early Chld/Childhood Educ,M W F,3983
201909,943593,20113,Pre-Early Chld/Childhood Educ,M W F,3983
201909,943593,12479,Pre-Early Chld/Childhood Educ, T R,3983
201909,943593,20055,Pre-Early Chld/Childhood Educ, T R,3983
201909,943593,17741,Pre-Early Chld/Childhood Educ, T R,3983
201909,943619,17455,Psychology,  W,3984
201909,943619,17454,Psychology,M W F,3984
201909,943619,12747,Psychology,M   F,3984
201909,943619,15960,Psychology,M   F,3984
201909,943619,18990,Psychology, T R,3984
201909,943619,19350,Psychology, T R,3984
201909,943641,17952,Undeclared,  R,3985
201909,943641,17950,Undeclared,M W F,3985
201909,943641,18574,Undeclared, T R,3985
201909,943641,19919,Undeclared,M W F,3985
201909,943641,12919,Undeclared,M W F,3985
201909,943648,12940,Psychology,M W F,3986
201909,943648,19349,Psychology, T R,3986
201909,943648,15958,Psychology, T R,3986
201909,943648,19350,Psychology, T R,3986
201909,943648,13462,Psychology,M W,3986
201909,943728,12213,Communication, T R,3987
201909,943728,17952,Communication,  R,3987
201909,943728,17950,Communication,M W F,3987
201909,943728,20374,Communication,M W,3987
201909,943755,19571,Pre-Business Administration, T R,3988
201909,943755,15385,Pre-Business Administration,M W,3988
201909,943755,20139,Pre-Business Administration, ,3988
201909,943755,12592,Pre-Business Administration,M W,3988
201909,943755,12115,Pre-Business Administration, T R,3988
201909,943755,17960,Pre-Business Administration, T R,3988
201909,943755,20609,Pre-Business Administration, ,3988
201909,943757,18085,Psychology, T R,3989
201909,943757,17438,Psychology, T R,3989
201909,943757,20389,Psychology,  R,3989
201909,943757,18698,Psychology,M W,3989
201909,943757,12919,Psychology,M W F,3989
201909,943842,15742,"English, Adol Educ: English", T R,3990
201909,943842,15731,"English, Adol Educ: English",M W,3990
201909,943842,20465,"English, Adol Educ: English", T,3990
201909,943842,20031,"English, Adol Educ: English", T R,3990
201909,943887,18109,English,M   F,3991
201909,943887,20463,English, T R,3991
201909,943887,20028,English,M W,3991
201909,943887,19513,English, T R,3991
201909,944000,17994,Business Administration, T,3992
201909,944000,17993,Business Administration,M W F,3992
201909,944000,20518,Business Administration, T R,3992
201909,944000,18756,Business Administration,M W,3992
201909,944000,12175,Business Administration,M W,3992
201909,944000,20020,Business Administration, T R,3992
201909,944007,20064,Pre-Childhood/Special Educ,  W,3993
201909,944007,12679,Pre-Childhood/Special Educ,M W,3993
201909,944007,20107,Pre-Childhood/Special Educ,M W F,3993
201909,944007,13114,Pre-Childhood/Special Educ,M W,3993
201909,944007,17677,Pre-Childhood/Special Educ, T R,3993
201909,944007,12941,Pre-Childhood/Special Educ, T R,3993
201909,944025,14125,Communication, T R,3994
201909,944025,12221,Communication,M W,3994
201909,944025,19426,Communication, T R,3994
201909,944025,16582,Communication,M W F,3994
201909,944025,16090,Communication, T R,3994
201909,944071,20025,English, T R,3995
201909,944071,18506,English, T R,3995
201909,944071,20466,English,M W,3995
201909,944071,20508,English, T R,3995
201909,944075,20459,Undeclared, T R,3996
201909,944075,20139,Undeclared, ,3996
201909,944075,19661,Undeclared,M W,3996
201909,944075,17960,Undeclared, T R,3996
201909,944075,18540,Undeclared,  W F,3996
201909,944102,20011,Philosophy,M W,3997
201909,944102,20014,Philosophy, T R,3997
201909,944102,20377,Philosophy,M W F,3997
201909,944102,12852,Philosophy,M W F,3997
201909,944121,12942,Early Childhood/Childhood Educ, T R,3998
201909,944121,18506,Early Childhood/Childhood Educ, T R,3998
201909,944121,20508,Early Childhood/Childhood Educ, T R,3998
201909,944133,12413,Pre-Business Administration, T R,3999
201909,944133,16685,Pre-Business Administration, T R,3999
201909,944133,20422,Pre-Business Administration, T R,3999
201909,944133,20011,Pre-Business Administration,M W,3999
201909,944133,17963,Pre-Business Administration,M W,3999
201909,944142,12001,Business Administration, T R,4000
201909,944142,12822,Business Administration,M W,4000
201909,944142,12149,Business Administration, T R,4000
201909,944142,17964,Business Administration,M W,4000
201909,944142,20485,Business Administration, T R,4000
201909,944150,18302,Psychology,  W,4001
201909,944150,12072,Psychology,M W F,4001
201909,944150,20449,Psychology, T R,4001
201909,944150,12844,Psychology, T R,4001
201909,944150,18990,Psychology, T R,4001
201909,944150,19350,Psychology, T R,4001
201909,944152,14404,Early Childhood/Childhood Educ,M W,4002
201909,944152,19067,Early Childhood/Childhood Educ, T R,4002
201909,944152,20658,Early Childhood/Childhood Educ, ,4002
201909,944152,18925,Early Childhood/Childhood Educ, T R,4002
201909,944152,15713,Early Childhood/Childhood Educ, T R,4002
201909,944156,17438,Political Science, T R,4003
201909,944156,17440,Political Science,  W,4003
201909,944156,19080,Political Science, T R,4003
201909,944156,12910,Political Science,M   F,4003
201909,944156,19484,Political Science,M W,4003
201909,944156,19481,Political Science,M W F,4003
201909,944159,20139,Political Science, ,4004
201909,944159,19926,Political Science, T R,4004
201909,944159,17455,Political Science,  W,4004
201909,944159,17454,Political Science,M W F,4004
201909,944159,20047,Political Science, T R,4004
201909,944159,20050,Political Science, T R,4004
201909,944160,19571,Psychology, T R,4005
201909,944160,20499,Psychology, T R,4005
201909,944160,19355,Psychology, T R,4005
201909,944160,12982,Psychology, T R,4005
201909,944175,12600,Chemistry,  W F,4006
201909,944175,17643,Chemistry, T R,4006
201909,944175,12800,Chemistry,MTW F,4006
201909,944175,17963,Chemistry,M W,4006
201909,944192,18088,English, T R,4008
201909,944192,20025,English, T R,4008
201909,944192,12600,English,  W F,4008
201909,944192,20504,English,M W,4008
201909,944195,14404,Early Childhood/Childhood Educ,M W,4009
201909,944195,12682,Early Childhood/Childhood Educ, T R,4009
201909,944195,17438,Early Childhood/Childhood Educ, T R,4009
201909,944195,20389,Early Childhood/Childhood Educ,  R,4009
201909,944195,20411,Early Childhood/Childhood Educ,M   F,4009
201909,944195,12822,Early Childhood/Childhood Educ,M W,4009
201909,944196,19996,Pre-Economics, T R,4010
201909,944196,14306,Pre-Economics,M W F,4010
201909,944196,12733,Pre-Economics, T R,4010
201909,944196,17963,Pre-Economics,M W,4010
201909,944196,18770,Pre-Economics, T R,4010
201909,944262,17425,Psychology, T,4011
201909,944262,17422,Psychology,M W F,4011
201909,944262,15385,Psychology,M W,4011
201909,944262,20497,Psychology, ,4011
201909,944262,20139,Psychology, ,4011
201909,944262,12577,Psychology,M W F,4011
201909,944262,12919,Psychology,M W F,4011
201909,944281,17438,"Mathematics, Adol Educ: Math", T R,4012
201909,944281,20388,"Mathematics, Adol Educ: Math",  R,4012
201909,944281,12800,"Mathematics, Adol Educ: Math",MTW F,4012
201909,944281,17514,"Mathematics, Adol Educ: Math",  W F,4012
201909,944286,20461,Undeclared, T R,4013
201909,944286,17433,Undeclared,M W F,4013
201909,944286,17435,Undeclared, T,4013
201909,944286,12726,Undeclared,M W F,4013
201909,944286,20012,Undeclared,M W,4013
201909,944286,18537,Undeclared,  W F,4013
201909,944350,20512,Undeclared, T R,4015
201909,944350,19084,Undeclared,M W F,4015
201909,944350,14087,Undeclared,M W F,4015
201909,944350,16627,Undeclared,  R,4015
201909,944350,18932,Undeclared,M   F,4015
201909,944350,13406,Undeclared, ,4015
201909,944355,15413,Anthropology,  W F,4016
201909,944355,17830,Anthropology,M W F,4016
201909,944355,16502,Anthropology, T,4016
201909,944355,12195,Anthropology,M W F,4016
201909,944355,16631,Anthropology, T R,4016
201909,944355,16643,Anthropology,  W,4016
201909,944357,20628,Psychology, ,4017
201909,944357,15392,Psychology, T R,4017
201909,944357,20139,Psychology, ,4017
201909,944357,20619,Psychology, ,4017
201909,944357,18619,Psychology,M W F,4017
201909,944361,16628,Geophysics,  R,4018
201909,944361,14087,Geophysics,M W F,4018
201909,944361,12592,Geophysics,M W,4018
201909,944361,12630,Geophysics, T R,4018
201909,944361,18939,Geophysics,M W F,4018
201909,944464,17422,Undeclared,M W F,4019
201909,944464,17425,Undeclared, T,4019
201909,944464,18655,Undeclared, T R,4019
201909,944464,12919,Undeclared,M W F,4019
201909,944464,17962,Undeclared, T R,4019
201909,944574,16130,Psychology, ,4020
201909,944574,19962,Psychology, T R,4020
201909,944574,20480,Psychology,M W F,4020
201909,944664,20512,Undeclared, T R,4021
201909,944664,19635,Undeclared,M,4021
201909,944664,17457,Undeclared,  R,4021
201909,944664,17454,Undeclared,M W F,4021
201909,944664,17962,Undeclared, T R,4021
201909,944664,12977,Undeclared,M W,4021
201909,944696,18305,Childhood/Special Education,M,4022
201909,944696,12685,Childhood/Special Education,M W,4022
201909,944696,18583,Childhood/Special Education,M W F,4022
201909,944696,12562,Childhood/Special Education, T R,4022
201909,944696,17677,Childhood/Special Education, T R,4022
201909,944696,12943,Childhood/Special Education, T R,4022
201909,944697,16537,Chemistry, T,4023
201909,944697,12208,Chemistry,M W F,4023
201909,944697,15861,Chemistry, T R,4023
201909,944697,20437,Chemistry,M W,4023
201909,944697,17741,Chemistry, T R,4023
201909,944709,20501,Psychology,M W F,4024
201909,944709,20480,Psychology,M W F,4024
201909,944709,19344,Psychology, T R,4024
201909,944709,19345,Psychology, T R,4024
201909,944709,13462,Psychology,M W,4024
201909,944797,16305,"English, Adol Educ: English", T R,4025
201909,944797,20603,"English, Adol Educ: English",M,4025
201909,944797,18089,"English, Adol Educ: English",M   F,4025
201909,944797,20420,"English, Adol Educ: English", T R,4025
201909,944797,17454,"English, Adol Educ: English",M W F,4025
201909,944797,17457,"English, Adol Educ: English",  R,4025
201909,944954,20353,Biology, T R,4026
201909,944954,16931,Biology,M W F,4026
201909,944954,12822,Biology,M W,4026
201909,944954,15958,Biology, T R,4026
201909,944954,19352,Biology,  W,4026
201909,944954,20385,Biology, T R,4026
201909,945027,19080,Political Science, T R,4027
201909,945027,19484,Political Science,M W,4027
201909,945027,12910,Political Science,M   F,4027
201909,945027,20457,Political Science,M W,4027
201909,945034,12072,Biology,M W F,4028
201909,945034,16623,Biology, T,4028
201909,945034,18668,Biology, T R,4028
201909,945034,12678,Biology, ,4028
201909,945034,20613,Biology,M W,4028
201909,945034,12919,Biology,M W F,4028
201909,945047,16513,Biology,  W,4029
201909,945047,14143,Biology,M W F,4029
201909,945047,18668,Biology, T R,4029
201909,945047,15390,Biology, T R,4029
201909,945047,20139,Biology, ,4029
201909,945047,20506,Biology, T R,4029
201909,945053,15390,"Mathematics, Adol Educ: Math", T R,4030
201909,945053,20139,"Mathematics, Adol Educ: Math", ,4030
201909,945053,12600,"Mathematics, Adol Educ: Math",  W F,4030
201909,945053,16768,"Mathematics, Adol Educ: Math", T,4030
201909,945053,12800,"Mathematics, Adol Educ: Math",MTW F,4030
201909,945076,14143,Biology,M W F,4031
201909,945076,16622,Biology, T,4031
201909,945076,18668,Biology, T R,4031
201909,945076,19580,Biology,M W,4031
201909,945076,12789,Biology,MTWR,4031
201909,945154,20599,Undeclared,M,4032
201909,945154,15405,Undeclared,M W,4032
201909,945154,20139,Undeclared, ,4032
201909,945154,20608,Undeclared,M W,4032
201909,945154,12919,Undeclared,M W F,4032
201909,945164,12844,Musical Theatre, T R,4033
201909,945164,19026,Musical Theatre, ,4033
201909,945164,19146,Musical Theatre, ,4033
201909,945164,20622,Musical Theatre,M W F,4033
201909,945164,12859,Musical Theatre,M W F,4033
201909,945164,17944,Musical Theatre, ,4033
201909,945176,14404,Pre-Early Chld/Childhood Educ,M W,4034
201909,945176,12681,Pre-Early Chld/Childhood Educ,M W,4034
201909,945176,19581,Pre-Early Chld/Childhood Educ, T R,4034
201909,945176,12943,Pre-Early Chld/Childhood Educ, T R,4034
201909,945176,14112,Pre-Early Chld/Childhood Educ,M W F,4034
201909,945177,20568,Psychology,M W F,4035
201909,945177,13586,Psychology,M W F,4035
201909,945177,17994,Psychology, T,4035
201909,945177,17993,Psychology,M W F,4035
201909,945177,18990,Psychology, T R,4035
201909,945259,12219,"English, Adol Educ: English", T R,4036
201909,945259,18088,"English, Adol Educ: English", T R,4036
201909,945259,18083,"English, Adol Educ: English", T R,4036
201909,945259,12671,"English, Adol Educ: English", T R,4036
201909,945259,20619,"English, Adol Educ: English", ,4036
201909,945259,12859,"English, Adol Educ: English",M W F,4036
201909,945304,19067,Early Childhood/Childhood Educ, T R,4037
201909,945304,18925,Early Childhood/Childhood Educ, T R,4037
201909,945304,15713,Early Childhood/Childhood Educ, T R,4037
201909,945304,18743,Early Childhood/Childhood Educ,M W,4037
201909,945304,17677,Early Childhood/Childhood Educ, T R,4037
201909,945425,18711,Psychology, ,4038
201909,945425,20595,Psychology, ,4038
201909,945425,14118,Psychology,M W F,4038
201909,945425,19552,Psychology, T R,4038
201909,945425,19348,Psychology,M W F,4038
201909,945431,14396,Biology, T R,4039
201909,945431,12801,Biology,M W F,4039
201909,945431,16632,Biology, T R,4039
201909,945431,16641,Biology,  W,4039
201909,945431,19343,Biology,M W,4039
201909,945476,20001,Early Childhood/Childhood Educ,  W,4040
201909,945476,20139,Early Childhood/Childhood Educ, ,4040
201909,945476,17438,Early Childhood/Childhood Educ, T R,4040
201909,945476,18945,Early Childhood/Childhood Educ,  W,4040
201909,945476,18618,Early Childhood/Childhood Educ, T R,4040
201909,945476,12149,Early Childhood/Childhood Educ, T R,4040
201909,945476,17963,Early Childhood/Childhood Educ,M W,4040
201909,945493,19997,Psychology, T R,4041
201909,945493,19497,Psychology,M W F,4041
201909,945493,20139,Psychology, ,4041
201909,945493,12846,Psychology,M W,4041
201909,945493,15378,Psychology,M   F,4041
201909,945493,14112,Psychology,M W F,4041
201909,945554,14404,Business Administration,M W,4042
201909,945554,19113,Business Administration, T R,4042
201909,945554,18751,Business Administration,M W,4042
201909,945554,12151,Business Administration,M W,4042
201909,945554,18747,Business Administration, T R,4042
201909,945558,20081,Pre-Business Administration,M W,4043
201909,945558,17741,Pre-Business Administration, T R,4043
201909,945558,12859,Pre-Business Administration,M W F,4043
201909,945558,17740,Pre-Business Administration, T R,4043
201909,945568,20013,Accounting, T R,4044
201909,945568,16091,Accounting,M W,4044
201909,945568,18749,Accounting, T R,4044
201909,945568,16090,Accounting, T R,4044
201909,945568,17482,Accounting,M,4044
201909,945591,14404,Undeclared,M W,4045
201909,945591,12582,Undeclared, T R,4045
201909,945591,17433,Undeclared,M W F,4045
201909,945591,17436,Undeclared, T,4045
201909,945591,12899,Undeclared,M W,4045
201909,945655,12072,Biology,M W F,4046
201909,945655,16517,Biology,  R,4046
201909,945655,14759,Biology, T R,4046
201909,945655,20139,Biology, ,4046
201909,945655,12789,Biology,MTWR,4046
201909,945655,18540,Biology,  W F,4046
201909,945665,19571,International Relations, T R,4047
201909,945665,20333,International Relations, ,4047
201909,945665,20139,International Relations, ,4047
201909,945665,20606,International Relations,  F,4047
201909,945665,17433,International Relations,M W F,4047
201909,945665,17435,International Relations, T,4047
201909,945665,18655,International Relations, T R,4047
201909,945665,18540,International Relations,  W F,4047
201909,945681,12413,Biology, T R,4048
201909,945681,20426,Biology,M W,4048
201909,945681,16124,Biology,M W F,4048
201909,945681,12736,Biology,M W,4048
201909,945681,18241,Biology, T R,4048
201909,945700,13911,Biology,M W F,4049
201909,945700,16792,Biology, T,4049
201909,945700,13618,Biology,M W F,4049
201909,945700,14306,Biology,M W F,4049
201909,945700,16646,Biology,  R,4049
201909,945700,16631,Biology, T R,4049
201909,945704,20491,Early Childhood/Childhood Educ, T R,4050
201909,945704,12680,Early Childhood/Childhood Educ, T R,4050
201909,945704,20490,Early Childhood/Childhood Educ,M W,4050
201909,945704,14109,Early Childhood/Childhood Educ, T R,4050
201909,945704,14112,Early Childhood/Childhood Educ,M W F,4050
201909,945729,20086,Communication, T,4051
201909,945729,18566,Communication,M W,4051
201909,945729,20122,Communication,M W,4051
201909,945729,12908,Communication,M W,4051
201909,945729,20454,Communication, T R,4051
201909,945761,12730,Accounting, T R,4052
201909,945761,12151,Accounting,M W,4052
201909,945761,16267,Accounting,M W F,4052
201909,945761,20484,Accounting,M W,4052
201909,945788,12072,Biology,M W F,4053
201909,945788,16622,Biology, T,4053
201909,945788,18668,Biology, T R,4053
201909,945788,12678,Biology, ,4053
201909,945788,12726,Biology,M W F,4053
201909,945788,12919,Biology,M W F,4053
201909,945866,16622,International Relations, T,4054
201909,945866,18668,International Relations, T R,4054
201909,945866,19095,International Relations,  W,4054
201909,945866,19513,International Relations, T R,4054
201909,945866,12908,International Relations,M W,4054
201909,945866,17964,International Relations,M W,4054
201909,945891,19513,Pre-Accounting, T R,4055
201909,945891,17741,Pre-Accounting, T R,4055
201909,945891,16767,Pre-Accounting,  F,4055
201909,945891,12149,Pre-Accounting, T R,4055
201909,945891,20485,Pre-Accounting, T R,4055
201909,945957,12481,Pre-Childhood/Special Educ,M W F,4056
201909,945957,13610,Pre-Childhood/Special Educ,M W,4056
201909,945957,17952,Pre-Childhood/Special Educ,  R,4056
201909,945957,17950,Pre-Childhood/Special Educ,M W F,4056
201909,945957,12780,Pre-Childhood/Special Educ,M W F,4056
201909,945984,18302,Undeclared,  W,4057
201909,945984,12072,Undeclared,M W F,4057
201909,945984,20599,Undeclared,M,4057
201909,945984,12792,Undeclared,MTW F,4057
201909,945985,17423,Communication, T,4058
201909,945985,17422,Communication,M W F,4058
201909,945985,19627,Communication,M W F,4058
201909,945985,19629,Communication, T R,4058
201909,945985,12984,Communication,M W,4058
201909,945995,12213,Communication, T R,4059
201909,945995,18566,Communication,M W,4059
201909,945995,20374,Communication,M W,4059
201909,945995,19661,Communication,M W,4059
201909,945995,12988,Communication, T R,4059
201909,946004,12220,Communication, T R,4060
201909,946004,14215,Communication, T R,4060
201909,946004,20606,Communication,  F,4060
201909,946004,17433,Communication,M W F,4060
201909,946004,17437,Communication, T,4060
201909,946004,14763,Communication, T R,4060
201909,946004,19343,Communication,M W,4060
201909,946067,19571,Political Science, T R,4061
201909,946067,19570,Political Science,M W,4061
201909,946067,18612,Political Science, T R,4061
201909,946067,19634,Political Science,M W,4061
201909,946067,13494,Political Science,M W,4061
201909,946070,12413,Biology, T R,4062
201909,946070,12072,Biology,M W F,4062
201909,946070,18668,Biology, T R,4062
201909,946070,16619,Biology,M,4062
201909,946070,12792,Biology,MTW F,4062
201909,946124,13049,Biology,M W F,4063
201909,946124,18004,Biology,M,4063
201909,946124,13618,Biology,M W F,4063
201909,946124,13113,Biology, ,4063
201909,946124,16631,Biology, T R,4063
201909,946124,16637,Biology, T,4063
201909,946126,12003,International Relations,M   F,4064
201909,946126,20512,International Relations, T R,4064
201909,946126,20456,International Relations, T R,4064
201909,946141,18090,"English, Adol Educ: English",M W,4065
201909,946141,20139,"English, Adol Educ: English", ,4065
201909,946141,12563,"English, Adol Educ: English", T R,4065
201909,946141,17433,"English, Adol Educ: English",M W F,4065
201909,946141,17436,"English, Adol Educ: English", T,4065
201909,946141,15378,"English, Adol Educ: English",M   F,4065
201909,946177,12008,Geography, T R,4066
201909,946177,19934,Geography,M W,4066
201909,946177,20366,Geography, T R,4066
201909,946177,17234,Geography, T R,4066
201909,946177,17955,Geography,M W,4066
201909,946178,17442,Psychology,  W,4067
201909,946178,17438,Psychology, T R,4067
201909,946178,20619,Psychology, ,4067
201909,946178,12900,Psychology,M W,4067
201909,946178,20481,Psychology, T R,4067
201909,946178,19355,Psychology, T R,4067
201909,946228,12759,Accounting,M W,4068
201909,946228,14376,Accounting, T,4068
201909,946228,17740,Accounting, T R,4068
201909,946228,20484,Accounting,M W,4068
201909,946228,12174,Accounting,M W,4068
201909,946228,19746,Accounting, ,4068
201909,946302,20448,Philosophy, T R,4069
201909,946302,12868,Philosophy, T R,4069
201909,946302,20014,Philosophy, T R,4069
201909,946302,12869,Philosophy,M W,4069
201909,946303,18073,Communication,M W,4070
201909,946303,14125,Communication, T R,4070
201909,946303,20086,Communication, T,4070
201909,946303,12455,Communication, T R,4070
